,NormMSE,1-PCC,split,subgroup,Method
A549_IRF1+SET_1+1,0.04405948519706726,0.02857179774582619,5,seen2,biolord
A549_MAPK1+PRTG_1+1,0.18219727277755737,0.07744897063821554,5,seen2,biolord
A549_POU3F2+FOXL2_1+1,0.053656239062547684,0.01977368723601103,5,seen2,biolord
A549_PRDM1+CBFA2T3_1+1,0.07773774862289429,0.038418350741267204,5,seen2,biolord
A549_SGK1+S1PR2_1+1,0.3708844780921936,0.27032409340608865,5,seen2,biolord
A549_UBASH3B+CNN1_1+1,0.3926633298397064,0.055123844838817604,5,seen2,biolord
A549_UBASH3B+OSR2_1+1,0.10070362687110901,0.04066771955695003,5,seen2,biolord
A549_ZBTB10+PTPN12_1+1,0.15561172366142273,0.06605589430546388,5,seen2,biolord
A549_ZC3HAV1+HOXC13_1+1,0.09947097301483154,0.04413960035890341,5,seen2,biolord
A549_ZNF318+FOXL2_1+1,0.13047192990779877,0.06272057286696509,5,seen2,biolord
DUSP9+ctrl,0.559585690498352,0.15089558895124355,1,single,GEARS
BCORL1+ctrl,0.7261762022972107,0.39265142020303756,1,single,GEARS
MEIS1+ctrl,0.40477609634399414,0.17453403607942164,1,single,GEARS
CBL+ctrl,0.6235688328742981,0.20073155462159775,1,single,GEARS
SLC4A1+ctrl,1.0935354232788086,1.10947396280244,1,single,GEARS
COL2A1+ctrl,0.7238534092903137,0.2241241631563753,1,single,GEARS
S1PR2+ctrl,0.7042379379272461,0.2094937793444842,1,single,GEARS
CELF2+ctrl,1.0749304294586182,1.2449417068855837,1,single,GEARS
CDKN1A+ctrl,0.6506426930427551,0.17493621054381947,1,single,GEARS
ctrl+MEIS1,0.395361065864563,0.1850615309085697,1,single,GEARS
CKS1B+ctrl,0.8383416533470154,0.2903595118841622,1,single,GEARS
PRTG+ctrl,0.5249678492546082,0.06312120554139256,1,single,GEARS
C3orf72+ctrl,0.6303515434265137,0.13167963735759258,1,single,GEARS
FOXL2+ctrl,0.5047473311424255,0.18416578916367143,1,single,GEARS
ctrl+CDKN1A,0.6749025583267212,0.19794004953473632,1,single,GEARS
ARID1A+ctrl,0.7148137092590332,0.20202347036683932,1,single,GEARS
ctrl+COL2A1,0.7262070178985596,0.2024890329921618,1,single,GEARS
BCL2L11+ctrl,0.4675109088420868,0.2120484421029687,1,single,GEARS
OSR2+ctrl,1.0868711471557617,1.4311722228158033,1,single,GEARS
ctrl+SPI1,0.32776206731796265,0.0914014697773382,1,single,GEARS
CEBPB+ctrl,0.207039013504982,0.1479779807268642,1,single,GEARS
ctrl+PRTG,0.5174419283866882,0.06850897820550017,1,single,GEARS
CDKN1B+ctrl,0.5009819865226746,0.04586304444819689,1,single,GEARS
JUN+ctrl,0.6093575358390808,0.28474813091452233,1,single,GEARS
ZBTB10+ctrl,0.7703828811645508,0.40113559892051853,1,single,GEARS
PTPN13+ctrl,0.7913509607315063,0.32365103904157877,1,single,GEARS
PTPN9+ctrl,0.2628386616706848,0.13009173376485705,1,single,GEARS
ctrl+CEBPB,0.19630612432956696,0.11097483137928066,1,single,GEARS
PRDM1+ctrl,0.7617413401603699,0.10037510294932872,1,single,GEARS
ctrl+PTPN9,0.35859963297843933,0.19154283945681527,1,single,GEARS
ctrl+OSR2,1.1125872135162354,1.4575299548814655,1,single,GEARS
ctrl+FOXL2,0.49133986234664917,0.17038098443299532,1,single,GEARS
SPI1+ctrl,0.4050086438655853,0.0665202343952842,1,single,GEARS
EGR1+ctrl,0.593316376209259,0.3055098957847804,1,single,GEARS
CDKN1C+ctrl,0.6562402844429016,0.20530298328958452,1,single,GEARS
ctrl+CDKN1B,0.41200077533721924,0.06504606548696756,1,single,GEARS
CBL+PTPN9,0.18222318589687347,0.02551036688964814,1,seen0,GEARS
DUSP9+PRTG,0.27591177821159363,0.035793994771665893,1,seen0,GEARS
FOXL2+MEIS1,0.21883834898471832,0.09481616871198639,1,seen0,GEARS
CEBPB+OSR2,0.45075175166130066,0.16851080011110753,1,seen0,GEARS
JUN+CEBPB,0.26997998356819153,0.016403816545789596,1,seen0,GEARS
CDKN1C+CDKN1B,0.37894800305366516,0.10537100536748767,1,seen0,GEARS
CDKN1C+CDKN1A,0.41688790917396545,0.1009029217530042,1,seen0,GEARS
CDKN1B+CDKN1A,0.3402179181575775,0.0693930491397623,1,seen0,GEARS
C3orf72+FOXL2,0.3527718484401703,0.11192418925577385,1,seen0,GEARS
MAP2K6+SPI1,0.5735547542572021,0.12071302905678749,1,seen1,GEARS
DUSP9+MAPK1,0.9202702641487122,0.6690995584358461,1,seen1,GEARS
UBASH3B+OSR2,1.3186163902282715,1.3022490650764666,1,seen1,GEARS
DUSP9+ETS2,0.900924801826477,0.41089072073373245,1,seen1,GEARS
ZNF318+FOXL2,0.2529599368572235,0.10956607793923467,1,seen1,GEARS
UBASH3B+PTPN9,0.08522237092256546,0.04704283596947789,1,seen1,GEARS
JUN+CEBPA,0.11456896364688873,0.00680706137791276,1,seen1,GEARS
MAPK1+PRTG,0.8645028471946716,0.7022253860486671,1,seen1,GEARS
KLF1+COL2A1,0.8057715892791748,0.4342459300532937,1,seen1,GEARS
PTPN12+OSR2,1.057498812675476,0.8769067041575909,1,seen1,GEARS
POU3F2+FOXL2,0.23198536038398743,0.04591193108353764,1,seen1,GEARS
BCL2L11+TGFBR2,0.2795657217502594,0.10032898042118177,1,seen1,GEARS
CEBPB+CEBPA,0.023347554728388786,0.004061309853568673,1,seen1,GEARS
PTPN12+PTPN9,0.06252819299697876,0.02814199138811091,1,seen1,GEARS
FOSB+CEBPB,0.2741864323616028,0.029155197087675333,1,seen1,GEARS
BCL2L11+BAK1,0.9426848888397217,0.5861380384849326,1,seen1,GEARS
CBL+CNN1,0.13773995637893677,0.023484847733925562,1,seen1,GEARS
ZBTB10+PTPN12,0.3238050639629364,0.03193979230854893,1,seen1,GEARS
CBL+UBASH3B,0.35082975029945374,0.012605923737282865,1,seen1,GEARS
CEBPB+PTPN12,0.6982337236404419,0.2617632457986474,1,seen1,GEARS
CEBPB+MAPK1,0.13708153367042542,0.03664622738142498,1,seen1,GEARS
DUSP9+IGDCC3,0.18975573778152466,0.0558890561806038,1,seen1,GEARS
CBL+PTPN12,0.13179253041744232,0.010130037378985435,1,seen1,GEARS
SGK1+S1PR2,0.37831422686576843,0.13738141076464672,1,seen1,GEARS
DUSP9+KLF1,0.35217761993408203,0.1026202836972061,1,seen1,GEARS
CEBPE+SPI1,0.38736793398857117,0.01426403084769845,1,seen1,GEARS
CBL+TGFBR2,0.555543839931488,0.15570624760584906,1,seen1,GEARS
FOXA1+FOXL2,0.19474205374717712,0.03211314417421818,1,seen1,GEARS
FOXF1+FOXL2,0.35387277603149414,0.09998111851746216,1,seen1,GEARS
ETS2+PRTG,0.8970499038696289,0.6213769540190697,1,seen1,GEARS
LYL1+CEBPB,0.6040465831756592,0.2899266411259305,1,seen1,GEARS
DUSP9+SNAI1,0.4051944613456726,0.07545241224579513,1,seen1,GEARS
TGFBR2+PRTG,0.3620944321155548,0.03513514716178179,1,seen1,GEARS
FOSB+OSR2,0.684727668762207,0.25555346423061565,1,seen1,GEARS
FOXL2+HOXB9,0.1696680635213852,0.04052199475700036,1,seen1,GEARS
ZBTB10+ELMSAN1,0.4922323524951935,0.1260331906087231,1,seen1,GEARS
ZBTB10+SNAI1,0.5806123614311218,0.1681013145716861,1,seen1,GEARS
CEBPE+CEBPB,0.13249929249286652,0.014545674144756049,1,seen1,GEARS
PRDM1+CBFA2T3,0.7643707990646362,0.31645570730324835,1,seen1,GEARS
FOXA3+FOXL2,0.2742578387260437,0.08275770948966965,1,seen1,GEARS
ZBTB10+DLX2,0.6451942920684814,0.19407436480832985,1,seen1,GEARS
CBL+UBASH3A,0.3230357766151428,0.025603885296732187,1,seen1,GEARS
IGDCC3+PRTG,0.10729333013296127,0.044045197078958154,1,seen1,GEARS
AHR+KLF1,0.48341986536979675,0.4389911851612851,1,seen2,GEARS
CEBPE+CNN1,0.39691293239593506,0.14129205839708447,1,seen2,GEARS
CEBPE+KLF1,1.1395597457885742,0.9058280509198084,1,seen2,GEARS
CNN1+MAPK1,0.8787515759468079,0.4616860697278753,1,seen2,GEARS
ETS2+CEBPE,0.14579617977142334,0.01480528712272644,1,seen2,GEARS
ETS2+CNN1,0.36022043228149414,0.14691416781715816,1,seen2,GEARS
ETS2+MAPK1,0.22261445224285126,0.026154765393584967,1,seen2,GEARS
FEV+ISL2,0.1801481395959854,0.02868214203044772,1,seen2,GEARS
FOSB+CEBPE,0.20124171674251556,0.010934318997897208,1,seen2,GEARS
FOXA1+HOXB9,0.1267993003129959,0.03882957897440065,1,seen2,GEARS
FOXA3+HOXB9,0.10624717175960541,0.038004766567610204,1,seen2,GEARS
KLF1+FOXA1,0.5900130867958069,0.43043951641448075,1,seen2,GEARS
MAP2K3+IKZF3,0.06168833374977112,0.03400889537806506,1,seen2,GEARS
POU3F2+CBFA2T3,0.28844568133354187,0.09395196777768433,1,seen2,GEARS
SNAI1+DLX2,0.5455706119537354,0.21870102688626503,1,seen2,GEARS
TBX3+TBX2,0.33386924862861633,0.198241640837864,1,seen2,GEARS
UBASH3B+PTPN12,0.04450618475675583,0.007141406182199717,1,seen2,GEARS
UBASH3B+ZBTB25,0.07025932520627975,0.024105576403599116,1,seen2,GEARS
ZC3HAV1+HOXC13,0.23758846521377563,0.11953157116658986,1,seen2,GEARS
ctrl+FOXA1,0.4280829131603241,0.17126182094216347,2,single,GEARS
GLB1L2+ctrl,0.8570449948310852,0.34561464929720387,2,single,GEARS
BAK1+ctrl,0.9581854343414307,0.6655779183492996,2,single,GEARS
ctrl+ETS2,1.1065351963043213,1.2246020121965557,2,single,GEARS
SLC6A9+ctrl,0.6579105257987976,0.2004294422804378,2,single,GEARS
HES7+ctrl,0.8412229418754578,0.2573139062151313,2,single,GEARS
FOXO4+ctrl,0.5001367330551147,0.09556450438685715,2,single,GEARS
ctrl+CNN1,0.73922199010849,0.10882601886987686,2,single,GEARS
MAP2K3+ctrl,0.9986764192581177,0.6415852030622773,2,single,GEARS
FOSB+ctrl,0.8823162317276001,0.7476596994110878,2,single,GEARS
MAPK1+ctrl,1.16852867603302,1.6781026880489662,2,single,GEARS
IKZF3+ctrl,0.7576143741607666,0.1223293851071503,2,single,GEARS
CKS1B+ctrl,0.8258580565452576,0.525187706167344,2,single,GEARS
ETS2+ctrl,1.1008036136627197,1.2301034782431088,2,single,GEARS
PRTG+ctrl,0.4816170036792755,0.0611917079295381,2,single,GEARS
BPGM+ctrl,0.7056169509887695,0.1667111085553188,2,single,GEARS
SGK1+ctrl,0.7277791500091553,0.19155773680540733,2,single,GEARS
FOXL2+ctrl,0.7217444777488708,0.46707427338697016,2,single,GEARS
CNN1+ctrl,0.6834933757781982,0.12809679470956326,2,single,GEARS
ctrl+CEBPA,0.41176849603652954,0.030538377352058887,2,single,GEARS
HNF4A+ctrl,0.8711106181144714,0.6898483789154852,2,single,GEARS
ISL2+ctrl,1.962100625038147,1.559809259022586,2,single,GEARS
ctrl+UBASH3A,0.1574545055627823,0.08126533008180559,2,single,GEARS
ctrl+BAK1,0.8804042339324951,0.6370565916586202,2,single,GEARS
ctrl+IKZF3,0.7675772905349731,0.11798815778456628,2,single,GEARS
ctrl+PRTG,0.47447168827056885,0.06679579077172093,2,single,GEARS
CEBPA+ctrl,0.48993030190467834,0.028711193532217294,2,single,GEARS
NIT1+ctrl,0.7905786633491516,0.4172932154033333,2,single,GEARS
FOXA1+ctrl,0.3806808888912201,0.19027580181136727,2,single,GEARS
PTPN13+ctrl,0.8143380284309387,0.4256977618788369,2,single,GEARS
ctrl+MAPK1,1.1665738821029663,1.6787981186644174,2,single,GEARS
UBASH3A+ctrl,0.1956283450126648,0.1231667255051434,2,single,GEARS
ctrl+ISL2,1.7712793350219727,1.5610382567392662,2,single,GEARS
ctrl+SLC38A2,1.1246206760406494,1.0769890774972737,2,single,GEARS
HOXA13+ctrl,0.8124027252197266,0.15259731037076563,2,single,GEARS
ctrl+FOXL2,0.6707738041877747,0.42961101548280567,2,single,GEARS
KIF18B+ctrl,0.6918163299560547,0.3359841768979095,2,single,GEARS
MAP2K3+SLC38A2,1.187475562095642,1.3835172129329294,2,seen0,GEARS
MAPK1+PRTG,0.6605933308601379,0.4579238485894166,2,seen0,GEARS
MAP2K3+IKZF3,0.7966414093971252,0.1071761000675906,2,seen0,GEARS
MAPK1+IKZF3,0.5873939990997314,0.12785170690040104,2,seen0,GEARS
ETS2+CNN1,0.40438270568847656,0.20611512893810868,2,seen0,GEARS
CNN1+MAPK1,0.790611743927002,0.42165599623695016,2,seen0,GEARS
CNN1+UBASH3A,0.7022053003311157,0.23989087622612715,2,seen0,GEARS
ETS2+MAPK1,0.9880148768424988,0.9834759221412241,2,seen0,GEARS
FOXA1+FOXL2,0.1283644437789917,0.04272534791380167,2,seen0,GEARS
ETS2+PRTG,0.3300601840019226,0.15334625291870907,2,seen0,GEARS
ETS2+IKZF3,0.6122875213623047,0.23409741955947538,2,seen0,GEARS
FOSB+IKZF3,0.746462881565094,0.37138841060368577,2,seen0,GEARS
TGFBR2+ETS2,1.4108091592788696,1.1863050009706058,2,seen1,GEARS
SGK1+TBX3,0.23647160828113556,0.025283711060183123,2,seen1,GEARS
FOXA3+FOXA1,0.28133276104927063,0.10649431706406176,2,seen1,GEARS
ETS2+IGDCC3,0.3053939640522003,0.17452250589849427,2,seen1,GEARS
MAP2K6+IKZF3,0.8024395704269409,0.09119565955552389,2,seen1,GEARS
KLF1+FOXA1,0.3024740517139435,0.248873031581752,2,seen1,GEARS
DUSP9+MAPK1,0.8011513948440552,0.2866340189939365,2,seen1,GEARS
DUSP9+ETS2,0.09108921140432358,0.06070787542012113,2,seen1,GEARS
ZNF318+FOXL2,0.2146495282649994,0.10283572887419723,2,seen1,GEARS
KLF1+BAK1,0.06455022096633911,0.055198336673129234,2,seen1,GEARS
IGDCC3+MAPK1,0.9191281795501709,0.6861925025004894,2,seen1,GEARS
JUN+CEBPA,0.5138275623321533,0.049392717774026096,2,seen1,GEARS
UBASH3B+UBASH3A,0.0687994733452797,0.03858472499996424,2,seen1,GEARS
MAP2K3+MAP2K6,0.4677193760871887,0.15127900449442677,2,seen1,GEARS
TMSB4X+BAK1,1.0884819030761719,1.0950998282060027,2,seen1,GEARS
BPGM+SAMD1,0.30871304869651794,0.07843701157253236,2,seen1,GEARS
ETS2+CEBPE,0.15769770741462708,0.02879710029810667,2,seen1,GEARS
POU3F2+FOXL2,0.11072949320077896,0.03819731832481921,2,seen1,GEARS
DUSP9+PRTG,0.1284094601869583,0.027891272795386612,2,seen1,GEARS
KIF18B+KIF2C,0.7317801117897034,0.4404128935857443,2,seen1,GEARS
CEBPB+CEBPA,0.07902548462152481,0.009766507893800735,2,seen1,GEARS
PTPN12+UBASH3A,0.20397377014160156,0.028609659057110548,2,seen1,GEARS
FOXL2+MEIS1,0.19125166535377502,0.10293907346203923,2,seen1,GEARS
MAPK1+TGFBR2,1.2743738889694214,1.4371671595145017,2,seen1,GEARS
FOSB+CEBPE,0.11762402206659317,0.017860235180705786,2,seen1,GEARS
FOSB+CEBPB,0.29428258538246155,0.030561371357180178,2,seen1,GEARS
BCL2L11+BAK1,0.8813942074775696,0.6011190935678314,2,seen1,GEARS
KLF1+CEBPA,0.7140216827392578,0.29992387956008315,2,seen1,GEARS
MAP2K3+ELMSAN1,0.6184671521186829,0.3102757567539811,2,seen1,GEARS
CEBPE+CEBPA,0.09162372350692749,0.020762976608239114,2,seen1,GEARS
CEBPE+CNN1,0.8992915749549866,0.47775524528697133,2,seen1,GEARS
CBL+CNN1,0.2563173174858093,0.047094182402361184,2,seen1,GEARS
UBASH3B+CNN1,0.38334381580352783,0.05815332964994013,2,seen1,GEARS
CEBPB+MAPK1,0.3786773383617401,0.14831348837469704,2,seen1,GEARS
FOSB+UBASH3B,0.9498451352119446,0.7192674708785489,2,seen1,GEARS
SGK1+S1PR2,0.2814585268497467,0.13620448179426603,2,seen1,GEARS
FEV+ISL2,0.11518532782793045,0.0288073995616287,2,seen1,GEARS
FOXA1+HOXB9,0.11830990761518478,0.06826489071318065,2,seen1,GEARS
SGK1+TBX2,0.5394331812858582,0.06751905661076307,2,seen1,GEARS
ETS2+MAP7D1,0.9044354557991028,0.6422619055956602,2,seen1,GEARS
FOXF1+FOXL2,0.2750069200992584,0.10860500481794588,2,seen1,GEARS
TGFBR2+PRTG,0.2244180589914322,0.02127190213650465,2,seen1,GEARS
FOSB+PTPN12,0.30059391260147095,0.17779469621018507,2,seen1,GEARS
FOSB+OSR2,0.4121997356414795,0.05423339639673941,2,seen1,GEARS
FOXL2+HOXB9,0.09318443387746811,0.04536062113766093,2,seen1,GEARS
BPGM+ZBTB1,0.14221951365470886,0.049382300465367734,2,seen1,GEARS
FOXA3+FOXL2,0.22143441438674927,0.10422378435032442,2,seen1,GEARS
ZC3HAV1+CEBPA,0.7215653657913208,0.034651457099244,2,seen1,GEARS
FOXA1+FOXF1,0.22090667486190796,0.07299667317420244,2,seen1,GEARS
CBL+UBASH3A,0.07150246202945709,0.019744640681892633,2,seen1,GEARS
IGDCC3+PRTG,0.07247908413410187,0.02152922283858061,2,seen1,GEARS
C3orf72+FOXL2,0.2880367636680603,0.10798241476004478,2,seen1,GEARS
CDKN1B+CDKN1A,0.10771343111991882,0.05409757056622766,2,seen2,GEARS
CDKN1C+CDKN1A,0.17297038435935974,0.08641286130296066,2,seen2,GEARS
CEBPB+PTPN12,0.38179025053977966,0.033761410508304834,2,seen2,GEARS
CEBPE+RUNX1T1,0.06087757274508476,0.014170604757964611,2,seen2,GEARS
DUSP9+KLF1,0.0948115885257721,0.027751149696996436,2,seen2,GEARS
FEV+MAP7D1,0.1422577202320099,0.026694834348745644,2,seen2,GEARS
FOXA3+FOXF1,0.23661106824874878,0.13695287727750838,2,seen2,GEARS
KLF1+TGFBR2,0.14131830632686615,0.046474378046696074,2,seen2,GEARS
MAP2K6+ELMSAN1,0.4349672496318817,0.2150156666757539,2,seen2,GEARS
PTPN12+PTPN9,0.10922247171401978,0.04480799526209012,2,seen2,GEARS
SAMD1+PTPN12,0.08072210103273392,0.04308966459939256,2,seen2,GEARS
SAMD1+UBASH3B,0.0571606382727623,0.015019319951534271,2,seen2,GEARS
SET+CEBPE,0.36035284399986267,0.15683778235688806,2,seen2,GEARS
SNAI1+DLX2,0.519962728023529,0.3082576186279766,2,seen2,GEARS
UBASH3B+PTPN9,0.10947530716657639,0.03893157764105126,2,seen2,GEARS
ZC3HAV1+HOXC13,0.3782176971435547,0.16488399385707453,2,seen2,GEARS
GLB1L2+ctrl,0.8467373847961426,0.41462976566981524,3,single,GEARS
ctrl+SET,0.9254174828529358,0.5384152910555713,3,single,GEARS
UBASH3B+ctrl,0.5056392550468445,0.1785280887852423,3,single,GEARS
CBFA2T3+ctrl,0.804898738861084,0.4000281980916043,3,single,GEARS
AHR+ctrl,0.8095045685768127,0.3553034719079733,3,single,GEARS
FOXO4+ctrl,0.5119244456291199,0.13587237600586377,3,single,GEARS
ctrl+CBFA2T3,0.808509349822998,0.38736507145222276,3,single,GEARS
ctrl+CNN1,0.8346004486083984,0.3094082017778419,3,single,GEARS
MAP4K3+ctrl,0.3695741295814514,0.12946595319226617,3,single,GEARS
PTPN12+ctrl,0.342273473739624,0.10474719014018774,3,single,GEARS
MAPK1+ctrl,1.0714776515960693,1.3844268522807397,3,single,GEARS
HOXB9+ctrl,0.4477114975452423,0.14491913770325482,3,single,GEARS
ctrl+UBASH3B,0.45971253514289856,0.14376945683034137,3,single,GEARS
ctrl+HOXB9,0.4241681396961212,0.14441006642300636,3,single,GEARS
CKS1B+ctrl,0.9185444712638855,0.6484474266180769,3,single,GEARS
CLDN6+ctrl,0.7390947937965393,0.136646414794086,3,single,GEARS
COL1A1+ctrl,0.7816640138626099,0.22397704259492457,3,single,GEARS
PRTG+ctrl,0.7184152603149414,0.09880622966738883,3,single,GEARS
PLK4+ctrl,0.4279356896877289,0.1657763113034889,3,single,GEARS
ARRDC3+ctrl,0.6057407259941101,0.34031607638462447,3,single,GEARS
LYL1+ctrl,0.7178947925567627,0.27839906158624217,3,single,GEARS
CNN1+ctrl,0.8019580245018005,0.33293497905833647,3,single,GEARS
ctrl+CLDN6,0.7668233513832092,0.15407525515911402,3,single,GEARS
CSRNP1+ctrl,2.6502535343170166,1.7745278089860221,3,single,GEARS
ARID1A+ctrl,0.7971857190132141,0.1956791416159831,3,single,GEARS
NCL+ctrl,1.1988701820373535,0.8721742955240188,3,single,GEARS
SET+ctrl,0.9274159669876099,0.5632354241679423,3,single,GEARS
ctrl+PRTG,0.7119894623756409,0.10040520876646042,3,single,GEARS
ATL1+ctrl,0.6504945158958435,0.10093214517110027,3,single,GEARS
ctrl+MAPK1,1.0671719312667847,1.3658202217775397,3,single,GEARS
CITED1+ctrl,0.593284010887146,0.0779084813548252,3,single,GEARS
ctrl+PTPN12,0.38559281826019287,0.10263700655195862,3,single,GEARS
HK2+ctrl,0.7367814183235168,0.4390990683459677,3,single,GEARS
KIF18B+ctrl,0.7412456274032593,0.4221216816222295,3,single,GEARS
CDKN1C+ctrl,0.6231878399848938,0.13481547377159586,3,single,GEARS
UBASH3B+PTPN12,0.41449204087257385,0.09122254815883934,3,seen0,GEARS
MAPK1+PRTG,0.737621009349823,0.4985748581821099,3,seen0,GEARS
CNN1+MAPK1,0.7929903864860535,0.4670586949214339,3,seen0,GEARS
UBASH3B+CNN1,0.7307705283164978,0.2954989953432232,3,seen0,GEARS
DUSP9+MAPK1,0.7329559922218323,0.30414646468125284,3,seen1,GEARS
UBASH3B+OSR2,0.4970483183860779,0.3294916505255969,3,seen1,GEARS
UBASH3B+ZBTB25,0.2455371767282486,0.0303153538989136,3,seen1,GEARS
SET+CEBPE,0.4710039794445038,0.195251650409773,3,seen1,GEARS
UBASH3B+PTPN9,0.4345569312572479,0.12250216456595808,3,seen1,GEARS
IGDCC3+MAPK1,0.8537728786468506,0.6028796096798033,3,seen1,GEARS
UBASH3B+UBASH3A,0.34245091676712036,0.14029029582161456,3,seen1,GEARS
PTPN12+OSR2,0.7239853143692017,0.4461320557165891,3,seen1,GEARS
DUSP9+PRTG,0.2092057764530182,0.019937810517149046,3,seen1,GEARS
MAPK1+IKZF3,0.16310684382915497,0.11042273165821825,3,seen1,GEARS
KIF18B+KIF2C,0.7278250455856323,0.47159895799995866,3,seen1,GEARS
